0.776,3.095,0
2.934,3.172,0
1.569,3.824,0
1.566,2.183,1
1.469,3.473,0
2.06,3.946,0
1.698,2.759,1
1.154,3.713,0
1.528,3.957,0
0.775,3.172,0
1.199,3.154,0
2.347,3.311,0
1.959,4.711,0
2.028,4.541,0
1.819,4.56,0
1.312,4.739,0
2.029,3.067,0
2.771,4.721,0
1.085,3.84,0
2.097,2.637,0
1.372,4.742,0
1.656,2.916,0
1.954,3.736,0
1.592,4.487,0
0.503,5.213,0
0.909,2.143,1
1.667,3.848,0
1.455,3.8,0
2.442,3.551,0
0.863,2.223,1
1.771,4.141,0
1.828,4.195,0
1.644,3.246,0
1.88,5.468,0
1.533,1.999,1
2.947,4.048,0
2.315,4.041,0
2.819,3.791,0
1.738,3.679,0
1.787,3.709,0
1.32,4.185,0
1.319,4.116,0
1.993,2.919,0
1.445,4.019,0
1.121,2.982,0
1.178,3.521,0
1.358,2.999,0
1.181,5.269,0
2.706,4.506,0
2.045,4.001,0
1.612,3.511,0
0.925,3.519,0
1.456,7.034,0
1.538,3.846,0
1.74,4.039,0
2.669,2.939,0
0.892,3.453,0
1.143,2.157,1
4.361,3.684,0
1.853,3.557,0
2.848,3.858,0
1.721,5.263,0
2.415,2.639,0
1.666,3.133,0
1.669,3.382,0
1.547,4.297,0
1.841,4.439,0
1.287,3.646,0
1.92,3.727,0
1.994,5.458,0
2.12,3.301,1
3.542,2.92,0
2.41,4.203,0
1.957,3.886,0
1.686,3.048,1
1.226,3.775,0
1.752,2.25,1
0.499,4.064,0
2.353,3.638,0
1.827,1.882,1
2.571,3.644,0
1.495,3.31,0
0.953,2.295,1
1.625,5.302,0
1.998,2.974,0
1.769,3.713,0
0.495,5.459,0
2.666,4.064,0
2.095,3.665,0
1.572,3.391,0
1.728,3.659,0
1.753,4.061,0
1.349,5.417,0
1.269,2.818,0
2.761,5.28,0
2.006,3.546,0
1.848,3.342,0
2.142,2.885,1
1.874,3.425,0
1.305,5.02,0
1.548,5.676,0
1.942,4.081,0
1.855,3.55,0
1.146,1.962,1
1.508,3.585,0
2.313,2.737,1
1.639,4.267,0
3.211,4.268,0
2.648,3.827,0
1.437,3.576,0
1.155,3.617,0
1.881,3.119,0
1.475,3.827,0
2.498,3.94,0
1.934,3.995,0
3.73,3.269,0
0.891,5.499,0
2.74,4.003,0
1.171,3.763,0
1.162,2.105,1
2.711,3.079,0
1.558,3.857,0
1.334,2.348,1
1.505,2.148,1
1.81,3.819,0
2.045,3.108,0
1.191,4.604,0
1.617,2.527,1
2.321,3.605,0
1.936,3.939,0
1.212,3.043,1
1.943,4.312,0
2.255,4.98,0
1.898,3.296,0
1.721,4.75,0
2.014,3.945,0
1.799,4.951,0
1.3,3.526,0
1.994,4.255,0
2.173,3.255,0
2.057,3.815,0
3.054,3.756,0
2.211,4.195,0
2.025,3.878,0
0.424,3.704,0
2.096,3.856,0
0.991,4.137,0
1.335,3.647,0
1.545,3.651,0
1.813,3.707,0
1.178,3.368,0
1.621,3.664,0
1.197,2.61,1
2.302,5.668,0
1.205,3.206,0
0.991,4.49,0
