3.752,4.01,0
2.341,3.187,0
1.096,2.534,1
1.39,2.316,1
1.997,4.582,0
1.809,3.261,0
2.336,3.544,0
1.468,3.549,1
1.221,5.59,0
2.445,3.098,0
1.187,2.528,0
2.777,4.148,0
1.84,3.304,0
1.159,5.807,0
1.626,3.992,0
2.051,3.238,0
1.528,2.577,1
1.036,4.072,0
1.568,4.153,0
0.885,2.407,1
2.167,3.72,0
2.271,3.65,0
2.022,5.53,0
2.433,6.647,0
2.155,2.913,0
1.162,3.82,0
1.35,3.485,0
2.256,3.155,0
1.603,6.564,0
0.906,3.967,0
2.875,5.146,0
1.647,3.232,1
1.722,4.087,0
1.552,4.311,0
1.536,3.937,0
1.67,4.329,0
1.571,3.12,0
1.737,4.192,0
1.469,4.143,0
1.236,3.041,0
1.222,3.593,0
1.541,3.628,0
1.49,4.141,0
1.741,3.818,0
0.965,4.746,0
1.747,3.513,0
2.654,3,0
1.76,3.773,0
1.354,4.273,0
1.134,3.204,0
2.023,2.013,1
2.864,3.957,0
1.537,3.835,0
1.491,2.916,1
1.44,3.603,0
1.588,3.163,0
2.48,3.731,0
1.326,3.982,0
1.57,3.432,0
1.116,3.378,0
2.332,4.068,0
1.893,4.669,0
2.253,4.503,0
0.793,4.282,0
1.661,4.205,0
2.21,5.945,0
1.893,1.69,1
1.853,3.591,1
2.113,4.701,0
1.326,5.198,0
3.309,3.448,0
2.808,3.5,0
1.311,3.868,0
1.585,2.007,1
2.049,2.919,1
1.93,3.354,0
2.621,3.392,0
1.23,3.418,0
2.425,3.911,0
1.732,3.409,0
3.316,2.093,1
2.687,3.472,0
0.973,4.333,0
3.621,4.186,0
2.341,3.767,0
1.465,4.274,0
1.265,2.459,1
2.399,3.378,0
1.391,4.135,0
2.357,3.451,0
2.966,5.186,0
1.702,5.189,0
1.385,3.517,0
1.217,3.539,0
0.817,3.025,0
1.993,4.542,0
3.292,2.935,0
1.118,3.092,0
2.252,7.407,0
1.401,3.074,0
2.034,5.185,0
1.433,2.614,1
2.197,4.735,0
2.402,4.14,0
1.795,6.363,0
1.754,4.91,0
1.707,4.421,0
1.948,1.921,1
1.685,3.497,0
1.373,4.776,0
1.281,3.36,1
1.788,2.109,1
1.79,4.037,0
2.585,2.983,0
1.489,3.414,0
1.816,4.695,0
2.211,3.279,0
1.408,2.565,1
1.76,3.94,0
2.525,5.554,0
2.046,4.794,0
1.111,3.116,0
4.747,3.389,0
2.533,2.826,1
2.18,3.14,0
2.001,3.721,0
1.042,4.502,0
1.051,2.121,1
1.49,4.124,0
0.738,3.769,0
1.387,2.895,1
0.917,3.217,0
1.986,3.727,0
3.21,4.853,0
1.603,3.294,0
3.824,3.996,0
1.42,4.321,0
0.93,1.854,1
1.068,4.274,0
2.482,2.793,0
1.151,2.57,1
1.331,2.037,1
1.436,2.439,1
1.862,3.792,0
1.981,3.898,0
2.131,5.022,0
1.418,4.378,0
1.471,2.322,1
1.208,3.899,0
3.089,3.763,0
2.396,4.521,0
1.41,3.194,0
2.538,4.205,0
1.597,3.828,0
1.541,3.242,0
1.299,5.16,0
3.425,4.338,0
1.573,5.353,0
2.848,7.903,0
3.614,3.191,0
2.333,2.742,0
1.382,3.316,0
1.281,4.203,0
1.467,2.981,0
2.591,2.689,0
1.015,1.954,1
2.152,3.135,0
1.848,3.795,0
1.861,3.074,0
1.864,3.995,0
1.164,2.953,1
1.36,4.217,0
1.993,3.978,0
1.92,5.009,0
1.181,1.988,1
2.634,4.468,0
1.445,2.078,1
1.381,3.442,0
1.634,4.065,0
2.235,4.031,0
3.008,4.226,0
1.205,3.572,0
2.186,3.018,0
3.123,3.034,0
2.42,5.036,0
2.479,2.882,0
1.566,3.885,0
1.329,3.644,0
1.617,3.284,0
1.398,2.484,1
2.886,5.743,0
1.726,3.362,0
1.406,3.846,0
1.245,4.427,0
1.59,3.383,0
1.484,2.641,1
1.956,3.863,0
1.229,3.513,0
2.036,3.887,0
1.351,5.198,0
1.364,4.761,0
1.073,2.948,0
3.228,3.436,0
1.106,3.794,0
1.492,3.014,1
1.214,3.296,0
4.491,4.309,0
1.658,4.277,0
3.027,7.237,0
2.413,3.997,0
1.829,3.473,1
0.953,3.253,0
1.564,4.003,0
2.007,3.295,0
2.404,4.736,0
1.559,4.269,0
1.177,3.633,0
1.639,2.577,0
1.613,3.49,0
1.56,3.478,0
1.483,3.194,0
2.56,4.306,0
1.753,3.095,0
1.138,3.797,0
1.041,3.564,0
1.129,5.115,0
1.826,3.179,0
1.437,3.754,0
1.672,4.866,0
3.467,3.543,0
1.231,4.357,0
1.716,5.158,0
1.383,4.626,0
1.318,3.381,0
1.159,1.916,1
1.093,3.46,0
1.733,4.063,0
2.573,3.61,0
1.56,3.309,0
1.095,2.128,1
1.6,2.337,1
0.942,3.047,0
2.81,5.337,0
1.902,3.752,0
0.926,4.023,0
2.418,7.183,0
1.441,3.292,0
0.934,3.472,0
2.021,3.419,0
3.853,2.449,1
1.165,2.333,1
1.982,3.444,0
2.266,2.651,1
1.117,3.166,0
1.641,3.605,0
1.085,3.477,0
1.16,3.364,0
2.129,2.879,0
2.775,4.17,0
2.227,4.278,0
2.292,4.343,0
0.779,4.104,0
1.483,3.292,0
1.7,3.872,0
2.125,5.264,0
2.383,3.143,0
0.703,3.516,0
2.138,4.627,0
1.122,3.378,0
0.832,2.445,1
2.407,3.293,0
2.1,3.833,0
1.137,3.256,0
2.429,3.427,0
1.176,3.457,0
1.693,4.257,1
2.197,4.72,0
1.528,4.903,0
1.648,4.069,0
0.835,4.733,0
1.883,3.731,0
1.856,3.453,1
2.173,3.751,0
0.991,4.391,0
2.226,2.724,0
1.532,3.757,1
1.746,3.097,0
1.536,3.924,0
2.682,3.216,0
1.285,2.384,1
2.785,3.353,0
1.698,3.29,0
3.077,3.06,0
3.852,5.355,0
1.3,4.004,0
2.671,2.705,0
2.285,3.669,0
1.811,3.334,0
2.076,3.491,0
2.059,4.521,0
1.602,4.36,0
2.888,5.213,0
1.468,4.372,0
1.757,2.673,1
1.694,3.373,0
2.381,3.173,1
1.804,3.7,0
3.966,3.196,0
2.127,4.338,0
1.273,4.377,0
1.138,3.515,0
2.062,2.911,0
1.618,5.768,0
2.162,3.205,0
1.733,4.216,0
1.126,2.696,0
2.084,3.837,0
0.956,5.212,0
2.305,4.083,0
2.911,4.307,0
4.844,5.121,0
2.722,3.537,0
5.542,3.243,0
1.309,2.161,1
1.336,2.978,0
2.326,3.243,0
0.955,3.324,1
1.792,3.462,0
2.412,4.478,0
3.375,3.191,0
1.026,4.318,0
1.082,3.169,0
1.528,3.87,0
1.511,2.533,1
1.193,2.148,1
3.817,4.952,0
1.617,3.973,0
1.884,4.134,0
1.627,2.193,1
1.743,3.283,0
1.358,3.683,0
2.088,2.169,1
2.797,3.378,0
2.008,3.653,0
1.691,3.105,0
2.24,3.555,0
1.507,6.651,0
4.031,3.869,0
1.12,4.216,0
1.822,3.086,0
2.422,4.503,0
2.114,2.047,1
4.507,3.776,0
1.553,5.073,0
2.407,3.979,0
2.488,3.711,0
1.715,6.037,0
0.948,4.404,0
1.405,3.599,0
3.343,3.533,0
1.78,3.573,0
2.355,3.531,0
1.632,4.007,0
2.075,3.591,0
1.734,4.374,0
1.697,2.905,0
0.928,2.83,0
1.365,3.175,0
2.273,3.362,0
1.168,3.316,0
1.618,3.489,1
2.486,5.54,0
2.298,5.072,0
1.89,3.684,0
1.885,4.438,0
2.29,3.36,0
1.832,2.978,0
1.891,4.216,0
1.679,2.743,0
1.626,4.345,0
3.281,4.028,0
2.237,3.288,0
1.568,3.783,0
1.224,2.85,1
1.214,2.473,1
1.885,3.715,0
3.61,3.767,0
1.48,3.34,0
1.318,3.532,0
1.837,2.238,1
2.191,3.652,0
2.489,4.746,0
1.128,2.959,0
3.731,3.105,0
1.489,3.843,0
2.518,3.747,0
2.419,3.353,0
2.654,5.617,0
2.581,4.401,0
0.865,5.226,0
2.975,6.258,0
1.834,2.644,0
1.501,3.622,0
2.098,3.543,0
2.076,3.689,0
1.268,2.791,0
2.116,4.229,0
4.406,3.855,0
2.702,4.25,0
1.206,3.555,0
2.068,4.458,0
2.158,9.627,0
1.616,3.998,0
2.326,4.228,0
3.173,4.257,0
2.977,4.661,0
2.019,3.697,0
1.843,5.028,0
0.649,3.612,0
2.612,5.077,0
1.031,5.162,0
1.45,3.59,0
1.004,2.093,1
0.755,4.125,0
2.282,3.169,0
1.403,4.239,0
2.429,3.625,0
4.063,3.747,0
1.605,4.65,0
1.434,1.821,1
2.256,6.024,0
2.02,2.872,0
1.685,3.89,0
2.537,4.191,0
2.952,3.429,0
1.645,4.13,0
3.477,4.572,0
1.825,3.056,0
0.978,2.572,1
1.978,3.951,0
4.959,3.561,0
1.319,2.392,1
2.227,2.322,0
1.263,2.858,1
2.614,3.703,0
1.213,3.418,0
1.616,3.441,0
1.527,4.092,0
1.481,3.158,0
2.377,5.04,0
3.633,4.911,0
1.473,4.126,0
1.221,2.316,1
2.647,2.933,1
2.407,3.521,0
1.38,4.425,0
3.025,4.456,0
1.76,3.58,0
1.908,3.902,0
1.822,3.071,1
1.156,2.226,1
2.761,4.017,0
1.529,4.441,0
2.222,4.283,0
2.851,3.532,0
2.344,4.001,0
1.573,3.979,0
1.191,3.869,0
1.164,3.184,0
0.963,4.211,0
1.619,2.628,1
1.949,4.973,0
1.41,2.718,1
1.117,1.888,1
1.675,4.212,0
1.259,4.388,0
2.024,3.488,0
2.889,3.39,0
3.899,4.299,0
1.954,5.591,0
1.415,1.929,1
1.61,3.924,0
2.651,2.441,1
2.512,2.749,0
2.058,3.014,0
1.503,3.697,0
1.195,5.008,0
1.851,4.9,0
2.334,5,0
2.245,2.296,1
3.012,3.545,0
4.508,4.803,0
0.695,3.374,0
1.574,3.338,0
2.721,2.917,0
1.736,4.598,0
1.703,4.684,0
1.034,1.911,1
1.644,4.274,0
2,4.178,0
1.08,2.617,1
1.343,5.038,0
1.199,3.655,0
1.479,3.959,0
1.681,4.626,0
1.829,4.093,0
1.551,4.214,0
2.001,3.113,0
1.748,3.179,0
2.284,5.732,0
2.236,3.265,0
1.88,2.457,1
0.643,4.33,0
1.284,3.224,0
2.765,4.066,0
1.512,3.932,0
1.524,6.14,0
1.663,4.423,0
3.478,3.7,0
1.282,5.129,0
1.726,6.341,0
2.047,3.006,0
2.387,3.23,0
2.64,3.218,0
1.057,4.78,0
2.063,3.047,0
2.504,3.787,0
1.521,5.636,0
2.029,4.038,0
1.684,4.397,0
2.041,3.242,0
2.345,4.418,0
3.652,3.864,0
2.375,3.75,0
0.861,4.31,0
1.27,2.405,0
2.794,5.335,0
2.854,3.979,0
1.772,4.419,0
1.781,3.62,0
2.362,4.063,0
1.348,5.169,0
2.959,3.56,0
1.883,3.136,0
2.277,2.907,0
2.23,4.106,0
2.312,3.934,0
4.243,3.313,0
1.735,3.649,0
1.594,3.147,0
1.129,3.581,0
2.693,3.541,0
1.968,6.19,0
3.228,4.021,0
1.393,3.069,0
2.722,2.674,1
1.485,3.316,0
0.879,4.168,0
2.454,4.494,0
1.895,3.386,0
1.03,3.118,0
2.541,3.772,0
3.413,3.125,0
2.02,2.961,1
1.707,4.077,0
1.835,3.241,0
1.373,4.26,0
1.768,4.514,0
3.421,3.365,0
1.812,3.483,0
1.731,3.452,0
1.278,3.196,0
2.369,4.14,0
3.329,3.238,0
1.095,2.092,1
